student_term_id,student_id,term_id,program_id,credits_attempted,credits_earned,cumulative_credits,cumulative_gpa,enrollment_intensity
T0000397,STU00127,2023FA,P006,12,12,24.0,2.84,Full Time
T0000398,STU00127,2024SP,P006,13,13,37.0,2.95,Full Time
T0000399,STU00127,2024SU,P006,10,10,47.0,3.02,Part Time
T0000400,STU00128,2025FA,P001,7,4,4.0,1.71,Part Time
T0000401,STU00128,2026SP,P001,12,12,16.0,2.05,Full Time
T0000402,STU00129,2025SP,P005,7,4,4.0,2.29,Part Time
T0000403,STU00129,2025FA,P007,9,6,10.0,2.12,Part Time
T0000404,STU00129,2026SP,P007,6,6,16.0,2.36,Part Time
T0000405,STU00130,2023FA,P003,7,7,7.0,2.0,Part Time
T0000406,STU00130,2024SP,P003,9,9,16.0,2.19,Part Time
T0000407,STU00130,2024FA,P003,9,9,25.0,2.48,Part Time
T0000408,STU00131,2023FA,P002,7,7,7.0,3.14,Part Time
T0000409,STU00131,2024SP,P002,12,12,19.0,3.21,Full Time
T0000410,STU00132,2024FA,P005,7,4,4.0,1.57,Part Time
T0000411,STU00132,2025SP,P005,6,3,7.0,1.54,Part Time
T0000412,STU00132,2025FA,P005,12,9,16.0,1.64,Full Time
T0000413,STU00132,2026SP,P005,10,7,23.0,1.77,Part Time
T0000414,STU00133,2023FA,P002,10,7,7.0,2.8,Part Time
T0000415,STU00133,2024SP,P002,15,15,22.0,2.8,Full Time
T0000416,STU00134,2023FA,P002,7,1,1.0,0.71,Part Time
T0000417,STU00134,2024SP,P002,15,12,13.0,1.53,Full Time
T0000418,STU00134,2024FA,P002,9,3,16.0,1.57,Part Time
T0000419,STU00134,2025SP,P002,7,7,23.0,1.94,Part Time
T0000420,STU00135,2025SP,P003,7,7,7.0,3.0,Part Time
T0000421,STU00135,2025FA,P003,9,6,13.0,2.44,Part Time
T0000422,STU00135,2026SP,P003,9,9,22.0,2.52,Part Time
T0000423,STU00136,2022FA,P007,10,10,10.0,2.8,Part Time
T0000424,STU00137,2022FA,P006,7,7,7.0,3.43,Part Time
T0000425,STU00137,2023SP,P006,15,15,22.0,3.68,Full Time
T0000426,STU00137,2023FA,P006,15,15,37.0,3.81,Full Time
T0000427,STU00137,2024SP,P008,9,9,46.0,3.85,Part Time
T0000428,STU00138,2024SP,P002,7,4,4.0,1.71,Part Time
T0000429,STU00138,2024FA,P002,6,6,10.0,2.54,Part Time
T0000430,STU00138,2025SP,P002,6,6,16.0,2.68,Part Time
T0000431,STU00139,2024FA,P004,7,6,6.0,2.71,Part Time
T0000432,STU00139,2025SP,P004,12,9,15.0,2.58,Full Time
T0000433,STU00139,2025FA,P004,12,6,21.0,2.26,Full Time
T0000434,STU00139,2026SP,P004,9,9,30.0,2.5,Part Time
T0000435,STU00140,2023SP,P003,10,7,7.0,2.8,Part Time
T0000436,STU00140,2023SU,P003,10,10,17.0,3.1,Part Time
T0000437,STU00140,2023FA,P003,12,12,29.0,3.25,Full Time
T0000438,STU00140,2024SP,P003,17,17,46.0,3.2,Full Time
T0000439,STU00140,2024SU,P003,16,13,59.0,3.02,Full Time
T0000440,STU00141,2024SP,P005,7,7,7.0,2.57,Part Time
T0000441,STU00141,2024FA,P005,12,9,16.0,2.84,Full Time
T0000442,STU00141,2025SP,P005,15,15,31.0,3.0,Full Time
T0000443,STU00141,2025SU,P005,18,18,49.0,2.94,Full Time
T0000444,STU00141,2025FA,P005,10,10,59.0,3.11,Part Time
T0000445,STU00142,2024FA,P006,10,0,0.0,0.0,Part Time
T0000446,STU00143,2024SP,P004,13,13,13.0,2.85,Full Time
T0000447,STU00143,2024FA,P004,9,6,19.0,2.77,Part Time
T0000448,STU00143,2025SP,P004,6,6,25.0,2.93,Part Time
T0000449,STU00144,2024SP,P001,7,7,7.0,4.0,Part Time
T0000450,STU00144,2024FA,P001,9,9,16.0,3.62,Part Time
T0000451,STU00145,2023FA,P007,11,7,7.0,2.0,Part Time
T0000452,STU00145,2024SP,P007,15,15,22.0,2.58,Full Time
T0000453,STU00145,2024SU,P007,15,12,34.0,2.59,Full Time
T0000454,STU00145,2024FA,P007,12,12,46.0,2.79,Full Time
T0000455,STU00145,2025SP,P007,13,9,55.0,2.76,Full Time
T0000456,STU00146,2024FA,P008,10,4,4.0,1.5,Part Time
T0000457,STU00146,2025SP,P008,6,6,10.0,1.88,Part Time
T0000458,STU00146,2025FA,P008,6,6,16.0,2.18,Part Time
T0000459,STU00146,2026SP,P008,6,6,22.0,2.57,Part Time
T0000460,STU00147,2022FA,P005,7,7,7.0,2.86,Part Time
T0000461,STU00147,2023SP,P005,6,6,13.0,3.38,Part Time
T0000462,STU00147,2023FA,P005,12,12,25.0,3.44,Full Time
T0000463,STU00147,2024SP,P005,13,13,38.0,3.11,Full Time
T0000464,STU00148,2023FA,P007,10,10,10.0,3.4,Part Time
T0000465,STU00148,2024SP,P007,9,9,19.0,3.37,Part Time
T0000466,STU00148,2024FA,P007,9,9,28.0,3.46,Part Time
T0000467,STU00149,2023FA,P005,7,7,7.0,4.0,Part Time
T0000468,STU00149,2024SP,P005,12,12,19.0,4.0,Full Time
T0000469,STU00149,2024FA,P005,12,12,31.0,4.0,Full Time
T0000470,STU00149,2025SP,P005,14,14,45.0,4.0,Full Time
T0000471,STU00150,2024FA,P001,7,4,4.0,1.57,Part Time
T0000472,STU00150,2025SP,P001,9,6,10.0,1.81,Part Time
T0000473,STU00150,2025FA,P001,6,6,16.0,2.0,Part Time
T0000474,STU00150,2026SP,P001,9,9,25.0,2.19,Part Time
T0000475,STU00151,2024FA,P002,7,7,7.0,4.0,Part Time
T0000476,STU00152,2024FA,P008,10,10,10.0,3.1,Part Time
T0000477,STU00152,2025SP,P008,12,9,19.0,2.91,Full Time
T0000478,STU00153,2024FA,P003,10,10,10.0,3.7,Part Time
T0000479,STU00153,2025SP,P003,12,12,22.0,3.86,Full Time
T0000480,STU00153,2025FA,P003,16,16,38.0,3.84,Full Time
T0000481,STU00153,2026SP,P003,9,9,47.0,3.83,Part Time
T0000482,STU00154,2025SP,P004,10,10,10.0,3.2,Part Time
T0000483,STU00154,2025FA,P004,9,9,19.0,3.26,Part Time
T0000484,STU00155,2025SP,P008,10,10,10.0,2.3,Part Time
T0000485,STU00155,2025FA,P008,12,9,19.0,2.55,Full Time
T0000486,STU00155,2026SP,P008,12,9,28.0,2.44,Full Time
T0000487,STU00156,2025FA,P006,7,1,1.0,0.86,Part Time
T0000488,STU00156,2026SP,P006,12,3,4.0,1.11,Full Time
T0000489,STU00157,2024SP,P007,7,4,4.0,2.57,Part Time
T0000490,STU00158,2024FA,P002,10,7,7.0,1.7,Part Time
T0000491,STU00158,2025SP,P002,7,7,14.0,2.47,Part Time
T0000492,STU00158,2025FA,P002,9,6,20.0,2.42,Part Time
T0000493,STU00159,2023FA,P006,7,7,7.0,3.0,Part Time
T0000494,STU00159,2024SP,P006,15,15,22.0,2.73,Full Time
T0000495,STU00159,2024FA,P006,12,6,28.0,2.29,Full Time
T0000496,STU00159,2025SP,P006,16,13,41.0,2.36,Full Time
T0000497,STU00159,2025SU,P006,13,13,54.0,2.54,Full Time
T0000498,STU00159,2025FA,P006,16,13,67.0,2.58,Full Time
T0000499,STU00160,2022FA,P005,7,7,7.0,2.71,Part Time
T0000500,STU00160,2023SP,P005,12,12,19.0,2.89,Full Time
T0000501,STU00160,2023SU,P005,12,12,31.0,3.32,Full Time
T0000502,STU00161,2023FA,P008,7,7,7.0,3.57,Part Time
T0000503,STU00161,2024SP,P008,9,9,16.0,3.62,Part Time
T0000504,STU00162,2022FA,P005,7,0,0.0,1.0,Part Time
T0000505,STU00162,2023SP,P005,6,3,3.0,2.5,Part Time
T0000506,STU00163,2022FA,P004,7,7,7.0,2.29,Part Time
T0000507,STU00163,2023SP,P004,9,9,16.0,2.69,Part Time
T0000508,STU00163,2023FA,P004,9,9,25.0,2.92,Part Time
T0000509,STU00163,2024SP,P005,6,3,28.0,2.84,Part Time
T0000510,STU00163,2024FA,P005,6,6,34.0,2.95,Part Time
T0000511,STU00163,2025SP,P005,11,11,45.0,2.96,Part Time
T0000512,STU00163,2025FA,P005,10,10,55.0,2.9,Part Time
T0000513,STU00163,2026SP,P005,12,12,67.0,2.91,Full Time
T0000514,STU00164,2025FA,P004,7,7,7.0,3.14,Part Time
T0000515,STU00164,2026SP,P004,12,12,19.0,3.37,Full Time
T0000516,STU00165,2025FA,P004,10,10,10.0,3.2,Part Time
T0000517,STU00165,2026SP,P004,9,6,16.0,2.63,Part Time
T0000518,STU00166,2025SP,P002,7,7,7.0,2.71,Part Time
T0000519,STU00167,2024FA,P008,7,4,4.0,2.14,Part Time
T0000520,STU00167,2025SP,P008,9,9,13.0,2.25,Part Time
T0000521,STU00167,2025FA,P008,9,9,22.0,2.52,Part Time
T0000522,STU00167,2026SP,P007,10,10,32.0,2.77,Part Time
T0000523,STU00168,2024SP,P003,7,4,4.0,2.71,Part Time
T0000524,STU00168,2024FA,P003,6,6,10.0,2.62,Part Time
T0000525,STU00168,2025SP,P003,7,7,17.0,3.1,Part Time
T0000526,STU00169,2024SP,P004,7,7,7.0,3.43,Part Time
T0000527,STU00169,2024FA,P004,6,6,13.0,3.23,Part Time
T0000528,STU00169,2025SP,P004,9,9,22.0,3.27,Part Time
T0000529,STU00169,2025FA,P004,6,6,28.0,3.21,Part Time
T0000530,STU00170,2025FA,P003,7,7,7.0,2.57,Part Time
T0000531,STU00170,2026SP,P003,10,10,17.0,2.59,Part Time
T0000532,STU00171,2023FA,P001,7,3,3.0,1.0,Part Time
T0000533,STU00172,2023FA,P007,7,7,7.0,2.71,Part Time
T0000534,STU00172,2024SP,P007,7,7,14.0,3.07,Part Time
T0000535,STU00172,2024FA,P007,9,9,23.0,3.04,Part Time
T0000536,STU00172,2025SP,P007,9,9,32.0,3.31,Part Time
T0000537,STU00173,2024SP,P003,7,0,0.0,0.0,Part Time
T0000538,STU00173,2024FA,P003,10,0,0.0,0.21,Part Time
T0000539,STU00173,2025SP,P003,10,3,3.0,0.38,Part Time
T0000540,STU00173,2025SU,P003,12,3,6.0,0.5,Full Time
T0000541,STU00173,2025FA,P003,5,2,8.0,0.61,Part Time
T0000542,STU00173,2026SP,P003,6,3,11.0,0.72,Part Time
T0000543,STU00174,2025FA,P008,13,10,10.0,2.6,Full Time
T0000544,STU00174,2026SP,P008,15,9,19.0,2.36,Full Time
T0000545,STU00175,2022FA,P001,10,0,0.0,0.57,Part Time
T0000546,STU00175,2023SP,P001,12,6,6.0,1.0,Full Time
T0000547,STU00175,2023SU,P001,12,3,9.0,0.9,Full Time
T0000548,STU00175,2023FA,P001,6,0,9.0,0.92,Part Time
T0000549,STU00175,2024SP,P001,13,0,9.0,0.85,Full Time
T0000550,STU00175,2024SU,P001,9,3,12.0,0.93,Part Time
T0000551,STU00175,2024FA,P001,9,3,15.0,0.89,Part Time
T0000552,STU00176,2025FA,P004,7,4,4.0,2.71,Part Time
T0000553,STU00176,2026SP,P004,6,6,10.0,3.08,Part Time
T0000554,STU00177,2024FA,P004,7,0,0.0,0.25,Part Time
T0000555,STU00177,2025SP,P004,6,3,3.0,0.7,Part Time
T0000556,STU00177,2025FA,P004,6,6,9.0,1.38,Part Time
T0000557,STU00177,2026SP,P004,6,6,15.0,1.68,Part Time
T0000558,STU00178,2022FA,P007,7,7,7.0,3.14,Part Time
T0000559,STU00178,2023SP,P007,12,9,16.0,2.58,Full Time
T0000560,STU00178,2023FA,P007,10,10,26.0,2.72,Part Time
T0000561,STU00178,2024SP,P007,12,12,38.0,2.8,Full Time
T0000562,STU00179,2023FA,P002,13,9,9.0,2.15,Full Time
T0000563,STU00179,2024SP,P002,6,3,12.0,1.95,Part Time
T0000564,STU00180,2023FA,P004,13,13,13.0,3.31,Full Time
T0000565,STU00180,2024SP,P004,12,12,25.0,3.52,Full Time
T0000566,STU00181,2025SP,P004,10,10,10.0,3.1,Part Time
T0000567,STU00181,2025FA,P004,9,9,19.0,3.53,Part Time
T0000568,STU00181,2026SP,P004,12,6,25.0,3.13,Full Time
T0000569,STU00182,2025FA,P001,10,7,7.0,2.6,Part Time
T0000570,STU00182,2026SP,P001,12,12,19.0,2.55,Full Time
T0000571,STU00183,2024FA,P004,10,7,7.0,2.1,Part Time
T0000572,STU00184,2025FA,P006,13,10,10.0,2.0,Full Time
T0000573,STU00184,2026SP,P006,15,12,22.0,2.48,Full Time
T0000574,STU00185,2025FA,P005,7,1,1.0,0.75,Part Time
T0000575,STU00185,2026SP,P005,9,6,7.0,1.62,Part Time
T0000576,STU00186,2023FA,P004,7,4,4.0,2.0,Part Time
T0000577,STU00186,2024SP,P004,15,15,19.0,2.41,Full Time
T0000578,STU00186,2024FA,P004,9,9,28.0,2.77,Part Time
T0000579,STU00186,2025SP,P004,9,9,37.0,2.98,Part Time
T0000580,STU00186,2025SU,P004,6,6,43.0,2.98,Part Time
T0000581,STU00187,2024FA,P004,10,4,4.0,0.8,Part Time
T0000582,STU00187,2025SP,P004,12,6,10.0,1.05,Full Time
T0000583,STU00187,2025FA,P004,9,6,16.0,1.32,Part Time
T0000584,STU00187,2026SP,P004,12,6,22.0,1.58,Full Time
T0000585,STU00188,2024SP,P001,7,7,7.0,3.86,Part Time
T0000586,STU00188,2024FA,P001,9,9,16.0,3.19,Part Time
T0000587,STU00188,2025SP,P001,9,9,25.0,3.24,Part Time
T0000588,STU00189,2025SP,P001,10,10,10.0,2.5,Part Time
T0000589,STU00189,2025FA,P001,9,9,19.0,2.58,Part Time
T0000590,STU00189,2026SP,P001,6,6,25.0,2.68,Part Time
T0000591,STU00190,2025FA,P004,13,7,7.0,2.15,Full Time
T0000592,STU00190,2026SP,P004,9,9,16.0,2.36,Part Time
T0000593,STU00191,2023SP,P004,10,10,10.0,3.3,Part Time
T0000594,STU00191,2023FA,P004,15,15,25.0,3.12,Full Time
T0000595,STU00191,2024SP,P004,12,12,37.0,3.24,Full Time
T0000596,STU00191,2024FA,P004,6,6,43.0,3.35,Part Time
T0000597,STU00191,2025SP,P004,13,13,56.0,3.25,Full Time
T0000598,STU00192,2023FA,P007,7,0,0.0,0.5,Part Time
T0000599,STU00192,2024SP,P007,9,6,6.0,1.4,Part Time
T0000600,STU00192,2024FA,P007,7,3,9.0,1.68,Part Time
T0000601,STU00192,2025SP,P007,6,6,15.0,1.86,Part Time
T0000602,STU00192,2025FA,P007,9,3,18.0,1.79,Part Time
T0000603,STU00192,2026SP,P007,9,6,24.0,1.9,Part Time
T0000604,STU00193,2024FA,P008,7,1,1.0,1.14,Part Time
T0000605,STU00193,2025SP,P008,12,3,4.0,0.89,Full Time
T0000606,STU00193,2025FA,P008,12,6,10.0,1.03,Full Time
T0000607,STU00193,2026SP,P008,6,0,10.0,0.86,Part Time
T0000608,STU00194,2024FA,P006,7,7,7.0,3.14,Part Time
T0000609,STU00194,2025SP,P006,9,9,16.0,3.06,Part Time
T0000610,STU00195,2023FA,P003,7,7,7.0,2.29,Part Time
T0000611,STU00195,2024SP,P003,6,6,13.0,2.85,Part Time
T0000612,STU00195,2024FA,P003,9,9,22.0,3.05,Part Time
T0000613,STU00195,2025SP,P003,12,8,30.0,2.97,Full Time
T0000614,STU00195,2025FA,P003,10,10,40.0,3.07,Part Time
T0000615,STU00196,2022FA,P002,7,1,1.0,1.14,Part Time
T0000616,STU00196,2023SP,P002,16,6,7.0,1.57,Full Time
T0000617,STU00196,2023FA,P002,12,3,10.0,1.55,Full Time
T0000618,STU00196,2024SP,P002,9,6,16.0,1.66,Part Time
T0000619,STU00196,2024SU,P002,12,12,28.0,1.8,Full Time
T0000620,STU00197,2022FA,P004,7,7,7.0,3.43,Part Time
T0000621,STU00197,2023SP,P004,12,12,19.0,2.84,Full Time
T0000622,STU00198,2025SP,P001,7,0,0.0,0.43,Part Time
T0000623,STU00198,2025FA,P001,12,0,0.0,0.56,Full Time
T0000624,STU00198,2026SP,P001,9,0,0.0,0.36,Part Time
T0000625,STU00199,2024SP,P006,7,7,7.0,3.43,Part Time
T0000626,STU00199,2024FA,P006,9,9,16.0,3.19,Part Time
T0000627,STU00199,2025SP,P006,6,6,22.0,2.86,Part Time
T0000628,STU00199,2025FA,P006,6,6,28.0,2.89,Part Time
T0000629,STU00199,2026SP,P006,16,16,44.0,3.07,Full Time
T0000630,STU00200,2025FA,P001,13,10,10.0,1.85,Full Time
T0000631,STU00200,2026SP,P001,12,12,22.0,2.52,Full Time
T0000632,STU00201,2023SP,P006,7,0,0.0,0.57,Part Time
T0000633,STU00201,2023FA,P006,12,3,3.0,1.0,Full Time
T0000634,STU00201,2024SP,P006,12,3,6.0,1.0,Full Time
T0000635,STU00201,2024SU,P006,16,6,12.0,0.98,Full Time
T0000636,STU00201,2024FA,P006,10,0,12.0,0.8,Part Time
T0000637,STU00201,2025SP,P006,9,9,21.0,1.06,Part Time
T0000638,STU00201,2025FA,P006,3,3,24.0,1.15,Part Time
T0000639,STU00202,2024FA,P001,13,7,7.0,1.38,Full Time
T0000640,STU00202,2025SP,P001,15,12,19.0,1.93,Full Time
T0000641,STU00202,2025FA,P001,12,12,31.0,2.4,Full Time
T0000642,STU00202,2026SP,P001,12,12,43.0,2.54,Full Time
T0000643,STU00203,2024FA,P002,7,6,6.0,1.86,Part Time
T0000644,STU00203,2025SP,P002,12,9,15.0,2.42,Full Time
T0000645,STU00203,2025FA,P002,12,12,27.0,2.65,Full Time
T0000646,STU00203,2026SP,P002,13,9,36.0,2.5,Full Time
T0000647,STU00204,2024SP,P003,13,13,13.0,3.0,Full Time
T0000648,STU00204,2024FA,P003,6,6,19.0,2.84,Part Time
T0000649,STU00204,2025SP,P003,6,6,25.0,3.0,Part Time
T0000650,STU00205,2023SP,P002,13,13,13.0,3.0,Full Time
T0000651,STU00205,2023FA,P002,9,9,22.0,3.27,Part Time
T0000652,STU00206,2024SP,P006,7,7,7.0,3.14,Part Time
T0000653,STU00206,2024FA,P006,6,3,10.0,2.38,Part Time
T0000654,STU00206,2025SP,P006,12,9,19.0,2.23,Full Time
T0000655,STU00206,2025FA,P006,6,6,25.0,2.39,Part Time
T0000656,STU00206,2026SP,P006,6,6,31.0,2.5,Part Time
T0000657,STU00207,2023FA,P001,7,7,7.0,2.43,Part Time
T0000658,STU00207,2024SP,P001,9,6,13.0,2.19,Part Time
T0000659,STU00207,2024FA,P001,12,9,22.0,2.43,Full Time
T0000660,STU00207,2025SP,P001,6,6,28.0,2.35,Part Time
T0000661,STU00207,2025FA,P001,9,9,37.0,2.49,Part Time
T0000662,STU00208,2023SP,P002,7,4,4.0,1.57,Part Time
T0000663,STU00208,2023FA,P002,12,12,16.0,2.16,Full Time
T0000664,STU00208,2024SP,P002,9,6,22.0,2.24,Part Time
T0000665,STU00208,2024FA,P002,13,13,35.0,2.34,Full Time
T0000666,STU00208,2025SP,P002,13,13,48.0,2.49,Full Time
T0000667,STU00209,2024SP,P003,7,3,3.0,1.86,Part Time
T0000668,STU00209,2024SU,P003,12,6,9.0,1.95,Full Time
T0000669,STU00209,2024FA,P003,9,9,18.0,2.29,Part Time
T0000670,STU00209,2025SP,P006,15,12,30.0,2.35,Full Time
T0000671,STU00210,2024FA,P002,13,12,12.0,2.85,Full Time
T0000672,STU00210,2025SP,P002,15,12,24.0,2.71,Full Time
T0000673,STU00210,2025SU,P002,9,9,33.0,2.95,Part Time
T0000674,STU00211,2025FA,P006,10,7,7.0,2.1,Part Time
T0000675,STU00211,2026SP,P006,12,6,13.0,1.91,Full Time
T0000676,STU00212,2025SP,P001,13,13,13.0,3.54,Full Time
T0000677,STU00212,2025FA,P001,12,12,25.0,3.4,Full Time
T0000678,STU00212,2026SP,P001,12,12,37.0,3.51,Full Time
T0000679,STU00213,2024FA,P008,7,7,7.0,2.43,Part Time
T0000680,STU00213,2025SP,P008,6,3,10.0,2.23,Part Time
T0000681,STU00213,2025FA,P008,6,6,16.0,2.16,Part Time
T0000682,STU00213,2026SP,P008,6,6,22.0,2.36,Part Time
T0000683,STU00214,2023SP,P001,10,10,10.0,2.6,Part Time
T0000684,STU00214,2023FA,P001,12,6,16.0,2.14,Full Time
T0000685,STU00214,2024SP,P001,9,9,25.0,2.29,Part Time
T0000686,STU00214,2024FA,P001,6,6,31.0,2.41,Part Time
T0000687,STU00215,2022FA,P005,7,4,4.0,1.57,Part Time
T0000688,STU00215,2023SP,P005,6,6,10.0,2.0,Part Time
T0000689,STU00215,2023FA,P005,9,9,19.0,2.68,Part Time
T0000690,STU00215,2024SP,P005,10,7,26.0,2.47,Part Time
T0000691,STU00215,2024FA,P005,10,10,36.0,2.5,Part Time
T0000692,STU00216,2024FA,P004,10,10,10.0,2.7,Part Time
T0000693,STU00216,2025SP,P004,12,9,19.0,2.59,Full Time
T0000694,STU00216,2025FA,P004,12,12,31.0,2.91,Full Time
T0000695,STU00216,2026SP,P004,13,13,44.0,3.15,Full Time
T0000696,STU00217,2023FA,P004,10,7,7.0,2.9,Part Time
T0000697,STU00217,2024SP,P004,15,12,19.0,2.6,Full Time
T0000698,STU00217,2024FA,P004,9,9,28.0,2.97,Part Time
T0000699,STU00217,2025SP,P004,10,10,38.0,3.0,Part Time
T0000700,STU00218,2025FA,P003,7,0,0.0,1.0,Part Time
T0000701,STU00219,2023FA,P005,10,7,7.0,2.43,Part Time
T0000702,STU00219,2024SP,P005,12,6,13.0,1.84,Full Time
T0000703,STU00219,2024FA,P005,12,6,19.0,1.81,Full Time
T0000704,STU00219,2025SP,P005,6,0,19.0,1.59,Part Time
T0000705,STU00219,2025SU,P005,8,0,19.0,1.49,Part Time
T0000706,STU00219,2025FA,P005,12,12,31.0,1.7,Full Time
T0000707,STU00219,2026SP,P005,7,7,38.0,1.8,Part Time
T0000708,STU00220,2025SP,P002,7,7,7.0,3.57,Part Time
T0000709,STU00220,2025FA,P003,6,6,13.0,3.08,Part Time
T0000710,STU00220,2026SP,P003,16,12,25.0,3.07,Full Time
T0000711,STU00221,2025FA,P001,10,10,10.0,3.7,Part Time
T0000712,STU00221,2026SP,P001,12,12,22.0,3.32,Full Time
T0000713,STU00222,2023FA,P004,10,10,10.0,3.1,Part Time
T0000714,STU00222,2024SP,P004,12,12,22.0,3.18,Full Time
T0000715,STU00222,2024FA,P004,6,6,28.0,3.36,Part Time
T0000716,STU00222,2025SP,P004,9,9,37.0,3.51,Part Time
T0000717,STU00223,2024SP,P007,7,4,4.0,2.0,Part Time
T0000718,STU00223,2024FA,P007,12,12,16.0,2.63,Full Time
T0000719,STU00223,2025SP,P007,6,6,22.0,2.84,Part Time
T0000720,STU00223,2025FA,P007,13,10,32.0,2.63,Full Time
T0000721,STU00223,2026SP,P007,6,6,38.0,2.55,Part Time
T0000722,STU00224,2025FA,P001,7,7,7.0,3.43,Part Time
T0000723,STU00225,2024FA,P006,14,14,14.0,3.79,Full Time
T0000724,STU00225,2025SP,P006,6,6,20.0,3.7,Part Time
T0000725,STU00225,2025SU,P006,6,6,26.0,3.77,Part Time
T0000726,STU00225,2025FA,P006,6,6,32.0,3.81,Part Time
T0000727,STU00226,2022FA,P006,10,10,10.0,2.7,Part Time
T0000728,STU00226,2023SP,P006,6,3,13.0,2.44,Part Time
T0000729,STU00226,2023FA,P006,6,6,19.0,2.73,Part Time
T0000730,STU00226,2024SP,P006,12,12,31.0,3.09,Full Time
T0000731,STU00227,2025FA,P008,7,7,7.0,4.0,Part Time
T0000732,STU00227,2026SP,P008,9,9,16.0,3.81,Part Time
T0000733,STU00228,2022FA,P008,7,6,6.0,2.29,Part Time
T0000734,STU00228,2023SP,P008,9,6,12.0,2.12,Part Time
T0000735,STU00228,2023FA,P008,6,6,18.0,2.5,Part Time
T0000736,STU00228,2024SP,P008,12,6,24.0,2.41,Full Time
T0000737,STU00228,2024FA,P008,9,9,33.0,2.4,Part Time
T0000738,STU00229,2024FA,P006,10,7,7.0,2.4,Part Time
T0000739,STU00229,2025SP,P006,9,3,10.0,2.05,Part Time
T0000740,STU00229,2025FA,P006,12,12,22.0,2.61,Full Time
T0000741,STU00229,2026SP,P006,16,16,38.0,2.83,Full Time
T0000742,STU00230,2024FA,P001,13,13,13.0,2.85,Full Time
T0000743,STU00230,2025SP,P001,9,9,22.0,3.18,Part Time
T0000744,STU00230,2025FA,P001,9,9,31.0,3.23,Part Time
T0000745,STU00231,2023FA,P008,10,3,3.0,1.3,Part Time
T0000746,STU00231,2024SP,P008,6,3,6.0,1.38,Part Time
T0000747,STU00231,2024FA,P008,9,9,15.0,1.72,Part Time
T0000748,STU00231,2025SP,P008,12,9,24.0,1.89,Full Time
T0000749,STU00231,2025FA,P008,12,9,33.0,2.1,Full Time
T0000750,STU00231,2026SP,P008,10,10,43.0,2.32,Part Time
T0000751,STU00232,2025SP,P002,7,0,0.0,1.0,Part Time
T0000752,STU00232,2025FA,P002,13,0,0.0,0.82,Full Time
T0000753,STU00232,2026SP,P002,9,3,3.0,1.0,Part Time
T0000754,STU00233,2022FA,P001,7,4,4.0,2.29,Part Time
T0000755,STU00233,2023SP,P001,9,9,13.0,2.31,Part Time
T0000756,STU00233,2023FA,P001,6,6,19.0,2.23,Part Time
T0000757,STU00233,2024SP,P001,12,12,31.0,2.59,Full Time
T0000758,STU00234,2025FA,P004,7,7,7.0,2.57,Part Time
T0000759,STU00234,2026SP,P004,6,6,13.0,3.23,Part Time
T0000760,STU00235,2023SP,P004,10,1,1.0,0.8,Part Time
T0000761,STU00235,2023FA,P004,15,9,10.0,1.59,Full Time
T0000762,STU00235,2024SP,P002,12,12,22.0,1.91,Full Time
T0000763,STU00235,2024FA,P002,10,10,32.0,2.3,Part Time
T0000764,STU00236,2023FA,P002,7,1,1.0,0.86,Part Time
T0000765,STU00236,2024SP,P002,13,3,4.0,1.4,Full Time
T0000766,STU00236,2024SU,P002,9,3,7.0,1.38,Part Time
T0000767,STU00236,2024FA,P002,6,3,10.0,1.4,Part Time
T0000768,STU00236,2025SP,P002,16,3,13.0,1.2,Full Time
T0000769,STU00237,2022FA,P003,13,13,13.0,3.08,Full Time
T0000770,STU00237,2023SP,P003,6,6,19.0,3.21,Part Time
T0000771,STU00237,2023FA,P003,12,12,31.0,3.32,Full Time
T0000772,STU00237,2024SP,P003,17,17,48.0,3.44,Full Time
T0000773,STU00238,2023SP,P008,7,0,0.0,1.0,Part Time
T0000774,STU00238,2023FA,P008,6,3,3.0,1.33,Part Time
T0000775,STU00238,2024SP,P008,15,6,9.0,1.38,Full Time
T0000776,STU00238,2024SU,P008,12,12,21.0,1.67,Full Time
T0000777,STU00238,2024FA,P008,9,3,24.0,1.6,Part Time
T0000778,STU00239,2022FA,P007,10,10,10.0,3.1,Part Time
T0000779,STU00239,2023SP,P007,6,3,13.0,2.69,Part Time
T0000780,STU00239,2023SU,P007,6,6,19.0,2.91,Part Time
T0000781,STU00239,2023FA,P007,10,6,25.0,2.59,Part Time
T0000782,STU00239,2024SP,P007,12,9,34.0,2.43,Full Time
T0000783,STU00240,2025FA,P003,11,1,1.0,0.38,Part Time
T0000784,STU00240,2026SP,P003,11,8,9.0,1.32,Part Time
T0000785,STU00241,2023FA,P007,10,4,4.0,1.71,Part Time
T0000786,STU00241,2024SP,P007,9,9,13.0,2.81,Part Time
T0000787,STU00241,2024FA,P007,9,9,22.0,2.88,Part Time
T0000788,STU00241,2025SP,P007,16,13,35.0,3.02,Full Time
T0000789,STU00242,2023SP,P003,10,10,10.0,3.4,Part Time
T0000790,STU00242,2023FA,P003,9,9,19.0,3.53,Part Time
T0000791,STU00243,2023FA,P002,7,7,7.0,3.57,Part Time
T0000792,STU00244,2022FA,P008,10,10,10.0,3.1,Part Time
T0000793,STU00244,2023SP,P008,12,12,22.0,3.18,Full Time
T0000794,STU00245,2023FA,P007,10,7,7.0,1.7,Part Time
